Nom de l'offre touristique;Type d'offre;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Code Embed pour intégrer une vidéo;Type de plateforme/url;Widget tripadvisor;Secteur d'activité;Labels;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Langues parlées à l'accueil;Appellation pour les vins;Dégustations gratuites: oui / non;Salle équipée pour dégustation: oui / non;Vente à la propriété: oui / non;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langue(s) parlée(s) pendant les visites;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif;Modes de paiement acceptés;localisation;departement
DOMAINE DES ESSARTS;Vins;;;;"Lieu dit ""Le Jaunay""";49290;;CHAUDEFONDS-SUR-LAYON;;49082;47.3160823;-0.7484789;;06 07 15 60 00;02 41 78 27 69;;olivier.fardeau@wanadoo.fr;http://www.domaine-des-essarts.com/;;;;;Viticulture;;;;;oui;25;5;Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Coteaux du Layon avec dénomination géographique;Crémant de Loire;Rosé de Loire";oui;;oui;1 H;1.30;;oui;oui;oui;;oui;Français;oui;;non;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux;47.3160823, -0.7484789;Maine-et-Loire
Gaec Bio Avenir;Fromage et produit laitier,Glace,Viande,Volailles / Oeufs;;;;La Fontaine;72700;;SPAY;;72344;47.92749;0.12982199;;06 08 31 11 89;;;gaecbioavenir@orange.fr;https://www.gaec-bio-avenir.fr/;;;Facebook||https://www.facebook.com/gaecbioavenir/;;Agro-alimentaire;Agriculture Biologique (AB),Bienvenue à la Ferme;;;;oui;30;;Français;;;oui;oui;;;;;;;non;oui;;;;;01/01/2025||30/06/2025||Ouvert le lundi et le vendredi de 16h00 à 19h00 ||||||||16:00||19:00||||||||||||||||||||||||||||||16:00||19:00||||||||||||||||,01/07/2025||31/08/2025||Ouvert le lundi et le vendredi de 16h00 à 19h00 ||Fermé le lundi en juillet et en août||||||||||||||||||||||||||||||||||||||16:00||19:00||||||||||||||||,01/09/2025||31/12/2025||Ouvert le lundi et le vendredi de 16h00 à 19h00 ||Fermé le lundi en juillet et en août||||||16:00||19:00||||||||||||||||||||||||||||||16:00||19:00||||||||||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.92749, 0.12982199;Sarthe
DOMAINE DU LOGIS DES NOELS;Vins;;;2 Rue de Gratte Bourse;Les Closserons;49380;;BELLEVIGNE-EN-LAYON;;49345;47.294365;-0.523355;;;06 11 97 86 14;;logisdesnoels@wanadoo.fr;http://logis-des-noels.com/;;;Facebook||https://www.facebook.com/Vignoble-du-Logis-des-noels-598926486930462/;;Viticulture;Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE);;oui;;oui;30;;Anglais,Espagnol,Français;"Anjou Blanc;Anjou Rouge;Cabernet d'Anjou;Coteaux du Layon;Coteaux du Layon avec dénomination géographique;Crémant de Loire;Rosé de Loire";oui;oui;oui;1;1;oui;oui;non;;oui;oui;Français;oui;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.294365, -0.523355;Maine-et-Loire
Les Perles de Jade;Fruits de mer;;;Rue de la Baie;Zone ostréicole de la Sennetière;44760;;LA BERNERIE-EN-RETZ;;44012;47.07024;-2.02023;;;02 51 74 65 81;;dominiquefriou@orange.fr;;;;;;Activités de la mer;;;non;;oui;30;;;;;;oui;01:00;;oui;oui;;;;;;;;;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||10:00||12:00||||,01/01/2025||31/12/2025||Fermé le mercredi||||15:00||17:00||15:00||17:00||15:00||17:00||15:00||17:00||||||||||15:00||17:00||15:00||17:00||15:00||17:00||15:00||17:00||15:00||17:00||15:00||17:00||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.07024, -2.02023;Loire-Atlantique
Brasserie Deux Béliers;Bières;;;65 RUE DE L'ATLANTIQUE;;44115;;BASSE-GOULAINE;;44009;47.1861217;-1.4497344;;06 15 16 14 59;;;contact@deuxbeliers.fr;https://deuxbeliers.fr/;;;Facebook||https://www.facebook.com/deuxbeliers,Instagram||https://www.instagram.com/deuxbeliers/;;Agro-alimentaire;;;;;oui;30;10;;;;oui;oui;30mn;30mn;oui;oui;;oui;oui;oui;Français,Anglais,Espagnol;;;oui;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.1861217, -1.4497344;Loire-Atlantique
Domaine des Matines;Vins;;;31 rue de la Mairie;;49700;;BROSSAY;;49053;47.163;-0.21253;;;02 41 52 25 36;;contact@domainedesmatines.fr;;;;Google+||https://maps.google.com/?cid=902932026353878838,Facebook||https://www.facebook.com/La-Vinoth%C3%A8que-du-Caveau-124600131504206/;;Viticulture;;;oui;;oui;40;;Anglais,Français;"Bonnezeaux;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire;Rosé de Loire;Saumur;Saumur Blanc;Saumur Champigny;Saumur Puy Notre Dame;Saumur Rouge";;;oui;;;;;;;;;Français,Anglais;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;Chèques bancaires et postaux,Espèces;47.163, -0.21253;Maine-et-Loire
DOMAINE LA GUILLAUMERIE;Vins;;;;La Liaumerie;49190;;ROCHEFORT-SUR-LOIRE;;49259;47.361584;-0.6220058;;06 51 03 10 54;06 51 03 10 54;;domainelaguillaumerie@gmail.com;http://www.domainelaguillaumerie.com;https://www.youtube.com/watch?v=Jm_Esh_qlyw;;;;Viticulture;Haute valeur environnementale (HVE);;oui;;oui;45;;Anglais,Français;"Anjou Blanc;Anjou Gamay;Anjou Rouge;Anjou Villages;Anjou Villages Brissac;Cabernet d'Anjou;Coteaux de l'Aubance;Coteaux du Layon;Coteaux du Layon avec dénomination géographique;Crémant de Loire;Rosé d'Anjou";oui;oui;oui;"00;30";01:00;oui;oui;oui;oui;oui;oui;Français,Anglais;oui;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.361584, -0.6220058;Maine-et-Loire
DOMAINE DE PONT-PERRAULT;Vins;;;;Pont-Perrault;49190;;ROCHEFORT-SUR-LOIRE;;49259;47.341527;-0.643267;;;02 41 78 71 57;;jeanjacques.papiau@sfr.fr;;;;;;Viticulture;;;oui;;oui;50;;Anglais,Français;;oui;oui;oui;1:00;2:00;oui;oui;non;oui;oui;oui;Français,Anglais;;;;;;;;oui;;;47.341527, -0.643267;Maine-et-Loire
Les Papas Brasseurs;Bières,Produits du terroir (boutique);;;4 RUE DU PUITS DE LA GRANGE;;44190;;CLISSON;;44043;47.077224;-1.2929714;;;02 28 02 66 94;;lespapasbrasseurs@gmail.com;https://www.lespapasbrasseurs.fr/;https://www.lespapasbrasseurs.fr/la-brasserie-4?pgid=lfgxnb5z-c92262be-9f4c-424c-8562-8a2801619212;;Facebook||https://www.facebook.com/LesPapasBrasseurs,Instagram||https://www.instagram.com/lespapasbrasseurs/?hl=fr;;Agro-alimentaire;Agriculture Biologique (AB);;oui;;oui;50;;Anglais,Espagnol,Français;;non;oui;oui;15 minutes;15 minutes;;oui;non;oui;;oui;Français;non;;oui;06/01/2025||31/12/2026||||||11:00||17:30||||||11:00||17:30||||||11:00||21:00||||||11:00||22:00||||||11:00||23:00||||||16:00||21:00||||||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.077224, -1.2929714;Loire-Atlantique
PRODUITS CIDRICOLES - LES VERGERS DE LA ROUERIE;Produits cidricoles / Jus de fruit;;;La Rouérie;;53200;;GENNES-LONGUEFUYE;;53104;47.868433;-0.6101889;;06 77 80 22 03;02 43 70 92 41;;vergersdelarouerie@gmail.com;https://www.vergersdelarouerie.com/;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB),Bienvenue à la Ferme;;non;;oui;50;;Anglais,Français;;oui;oui;oui;1h30 à 2h;2h;non;oui;non;oui;non;oui;Français,Anglais;non;;oui;||||||||||||||||||||||||10:00||12:00||14:00||18:00||||||||||14:00||19:00||||||09:00||12:00||||||||||||;Les Vergers de La Rouérie||02 43 70 92 41||samuelruault@hotmail.com;;;oui;Tarif indiv. adulte||3,50||||,Tarif indiv. enfant||2,00||||enfant de plus de 6 ans;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.868433, -0.6101889;Mayenne
DOMAINE MARÇAIS;Vins;;;Rue des Moulins;Ardenay;49290;;CHAUDEFONDS-SUR-LAYON;;49082;47.3368601;-0.7136798;;06 08 49 65 35;02 41 78 66 12;;domainemarcais@sfr.fr;http://www.domainemarcais.com;;;Facebook||https://www.facebook.com/pages/Domaine-Mar%C3%A7ais/1411278132425413;;Viticulture;Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE);;oui;;oui;50;;Anglais,Français;"Anjou Blanc;Anjou Fines Bulles;Anjou Rouge;Cabernet d'Anjou;Coteaux du Layon;Rosé d'Anjou";oui;oui;oui;01:30;02:30;oui;oui;non;non;oui;oui;Français,Anglais;non;;oui;;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3368601, -0.7136798;Maine-et-Loire
Lebrin - Vins Libres;Vins;;Château de l'Aujardière;Domaine du Grand logis;146 L'Aujardière;44430;;LA REMAUDIERE;;44141;47.23514;-1.24046;;;02 40 33 72 72;;contact@lebrinvinslibres.fr;https://lebrinvinslibres.fr/;;;;;Viticulture;Caves touristiques vignoble de Loire,Vignobles et découvertes;;oui;à l'extérieur du chai;oui;50;20;Français;"Coteaux d'Ancenis;Gros Plant du Pays Nantais;Muscadet;Muscadet Coteaux de la Loire;Rosé de Loire";oui;oui;oui;00:30;01H30;non;oui;oui;non;oui;non;Français;oui;;oui;;PATRICIA LEBRIN||02 40 33 72 72||contact@lebrinvinslibres.fr;;;oui;Tarif indiv. adulte||||||A partir de 25 personnes;Cartes bancaires,Chèques bancaires et postaux;47.23514, -1.24046;Loire-Atlantique
Boire du Bon;Bières,Rillettes,Spiritueux,Verre,Vins;;;2 Rue du Monnet;;72190;;SAINT-PAVACE;;72310;48.0378612;0.18798582;;;;;boiredubon@gmail.com;;;;Facebook||https://www.facebook.com/BoireduBon72/,Instagram||https://www.instagram.com/boiredubon/,Pinterest||https://www.pinterest.fr/boiredubon,Twitter||https://x.com/BoireduBon,Google+||https://g.co/kgs/xbT9BoV;;Agro-alimentaire;Agriculture biodynamique (Biodyvin),Agriculture biodynamique (Demeter),Agriculture Biologique (AB),Vigneron Indépendant;;;;oui;50;4;Anglais,Français;"Anjou Blanc;Bourgueil;Coteaux du Loir;Coteaux du Vendômois;Jasnières;Muscadets communaux";;oui;;;;;;;;;;;;;oui;;;;;oui;;Cartes bancaires,Espèces;48.0378612, 0.18798582;Sarthe
Distillerie Combier;Spiritueux;;;48 rue Beaurepaire;;49400;;SAUMUR;;49328;47.260686;-0.082368;;;02 41 40 23 02;;tourisme@combier.fr;https://www.combier.fr;;;Facebook||https://www.facebook.com/DistillerieCombier,Google+||https://maps.google.com/?cid=3332977360158393048,Instagram||https://www.instagram.com/distilleriecombier/;;Agro-alimentaire;Accueil Vélo,La Loire à vélo;;non;;oui;50;8;Anglais,Français;;;;;60min;60min;oui;oui;;oui;;oui;Français,Anglais;;Partenariat||OP031PDL049V5050B6;;01/11/2024||30/11/2024||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/12/2024||31/12/2024||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||20/04/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,21/04/2025||31/05/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/06/2025||30/09/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/10/2025||30/11/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/12/2025||31/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||https://boutique.ot-saumur.fr/billetteries-visites/vignoble-et-degustation/distillerie-combier||||||;oui;non;Tarif groupe adulte||4,00||4,00||,Tarif indiv. adulte||4,00||6,00||Tarif réduit 5€ pour étudiants, demandeurs d'emploi, personnes en situation de handicap, CEZAM, ...,Gratuité||||||Jusqu'à 18 ans;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.260686, -0.082368;Maine-et-Loire
Domaine de la Coche;Vins;;;La Coche;;44680;;SAINTE-PAZANNE;;44186;47.11535;-1.82215;;06 58 14 16 40;02 40 02 44 43;;contact@domainedelacoche.com;https://www.domainedelacoche.com;;;;;Viticulture;Caves touristiques vignoble de Loire,Vignobles et découvertes;;oui;;oui;50;8;;;;oui;oui;1h20;;oui;oui;;;oui;oui;Anglais;;Proposition clientèle||ITIPDL044V50XRTF;;01/01/2024||31/12/2024||||||||||||||10:00||12:00||14:00||19:00||10:00||12:00||14:00||19:00||10:00||12:00||14:00||19:00||10:00||12:00||14:00||19:00||10:00||12:00||14:00||17:30||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.11535, -1.82215;Loire-Atlantique
Domaine des Varannes;Vins;;;5 route de Tancoigné;St-Georges-sur-Layon;49700;;DOUE-EN-ANJOU;;49125;47.187921;-0.386268;;;02 41 59 62 73;;pguichoux@orange.fr;http://www.domaineguichoux.jimdofree.com;;;Facebook||https://www.facebook.com/domaineguichoux,Instagram||https://www.instagram.com/domaine_guichoux/;;Viticulture;Caves touristiques vignoble de Loire,Vigneron Indépendant,Vignobles et découvertes;;oui;;oui;55;;Anglais,Espagnol,Français;"Anjou Rouge;Cabernet d'Anjou;Coteaux du Layon;Crémant de Loire;Rosé d'Anjou;Rosé de Loire;Saumur;Saumur Brut";;;oui;120min;120min;oui;oui;;;;oui;Français,Anglais,Espagnol;;;;01/01/2024||30/12/2025||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.187921, -0.386268;Maine-et-Loire
Ma Fabrique à Trésors;;;;5 Lieu-dit La Ménettière;;49450;;SEVREMOINE;;49301;47.11663;-0.9670637;;07 49 43 09 88;;;dupontnathanaelle49@gmail.com;http://www.atelier-mafabriqueatresors.fr;;;Facebook||https://www.facebook.com/profile.php?id=61559919585520,||https://www.linkedin.com/in/nathana%C3%ABlle-dupont-b4a676297/,Instagram||https://www.instagram.com/ma_fabrique_a_tresors/;;"Artisanat / Art;Loisirs et activités";;;;;oui;8;;;;;;;;;;;;;;;Français;;;oui;||||||||||||||||09:00||12:00||14:00||16:00||09:00||12:00||14:00||16:00||10:00||12:00||14:00||17:00||09:00||12:00||14:00||19:00||||||||||||||||;;;;oui;;Chèques bancaires et postaux,Espèces,Virement;47.11663, -0.9670637;Maine-et-Loire
ALINE JUGÉ - LE PETIT MENHIR;Sculpture;;SOUS NOS MAINS;7 Rue du Château;;53110;;LASSAY-LES-CHATEAUX;;53127;48.43841;-0.49783;;06 29 10 32 41;;;lepetitmenhir.contact@gmail.com;https://lepetitmenhir.fr/;https://youtu.be/uKaKn0OLrw4?si=ST5tF-9lqakMw5-i;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/uKaKn0OLrw4?si=ST5tF-9lqakMw5-i"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer,autoplay,clipboard-write,encrypted-media,gyroscope,picture-in-picture,web-share"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";Facebook||https://www.facebook.com/lepetitmenhir.aline,Instagram||https://www.instagram.com/alinejuge;;Artisanat / Art;Métiers d'art;;non;;oui;8;;Anglais;;;;;;;;oui;;oui;;;Français;;;oui;;;||https://lepetitmenhir.sumupstore.com/produits||||06 29 10 32 41||lepetitmenhir.contact@gmail.com;oui;;Tarif indiv. enfant||||||enfant jusqu'à 12 ans, pour un atelier gravure sur pierre d'une durée de 30 à 45 minutes,Tarif groupe enfant||||||tarif pour un groupe de maximum 10 enfants pour 1h30 d'atelier. Enfants de 6 à 12 ans;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.43841, -0.49783;Mayenne
Cidrerie & Ruchers Sarthois;Produits apicoles,Produits cidricoles / Jus de fruit;Les Rieux;;;;72400;;CHERRE-AU;;72080;48.1628365;0.6665824;Autoroute||A11||1,7;06 33 86 53 71;;;cidrerie.ruchers72@gmail.com;https://www.facebook.com/Cidrerie-Ruchers-Sarthois-106576865105939/?ref=page_internal;https://www.facebook.com/100072885635353/videos/596436021680171,https://www.facebook.com/100072885635353/videos/317503770190825,https://www.facebook.com/100072885635353/videos/962198168031792;;;;"Agro-alimentaire;Viticulture";Bienvenue à la Ferme;;oui;Les animaux sont acceptés uniquement en laisse dans l'enceinte de notre ferme, mais seront interdits dans notre cave et chai.;oui;;10;Français;;oui;oui;oui;;1h à 1h30;non;oui;non;oui;oui;oui;Français;non;;oui;;;;;oui;Tarif groupe adulte||||||Taille du groupe: minimum 10 personnes, maximum 50 personnes, pour une visite guidée prévue.,Tarif indiv. adulte||||||Le tarif proposé de 5€ par personne pour un adulte s'applique uniquement s'il fait parti d'un groupe d'au moins 10 personnes, pour une visite guidée prévue.;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;48.1628365, 0.6665824;Sarthe
SENTEURS ET CHARME D'ANTAN;Cosmétique;;;5 rue Henri IV;;53270;;SAINTE-SUZANNE-ET-CHAMMES;;53255;48.0974641;-0.3507702;Autoroute||A81 sortie n°2 Vaiges||12;06 98 99 65 12;02 43 98 57 49;;senteursetcharmedantan@orange.fr;;;;;;Artisanat / Art;;;oui;;oui;25;5;Anglais,Français;;;;oui;;00:30;non;oui;non;non;non;non;Français;oui;;oui;03/01/2025||31/12/2025||||||||||||||||||15:00||18:00||||||15:00||18:00||||||15:00||18:00||10:30||12:30||15:00||18:00||10:30||12:30||15:00||18:00||10:30||12:30||15:00||18:00,01/04/2025||31/10/2025||||||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00||10:00||12:30||14:30||19:00;Mr et Mme Maurice||02 43 26 36 75||senteursetcharmedantan@orange.fr;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0974641, -0.3507702;Mayenne
ÉLEVAGE DE LAPINS CERTIFIÉS BIOLOGIQUES;Elevage;;;;Le domaine de la Jaguaisière;53270;;BLANDOUET-SAINT JEAN;;53228;48.045614;-0.390083;Autoroute||A81 sortie n°2 à Vaiges||11,Route (nationale/départ.)||D57||1,Gare SNCF||Evron||14,Gare SNCF||LAVAL||31,Aéroport/aérodrome||Laval Entrammes||32;;;;lapin.bio@sfr.fr;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;;oui;25;10;Français;;non;non;oui;1h15;1h15;oui;oui;non;oui;non;oui;Français;non;;non;||||Sur demande||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Madame COUBARD||06 26 93 13 68||lapin.bio@sfr.fr;;;oui;;Chèques bancaires et postaux,Espèces;48.045614, -0.390083;Mayenne
La Cabane Des Producteurs;Bières,Biscuit,Brioche et viennoiserie,Confiserie / chocolat,Confiture,Cosmétique,Epices / Condiment,Escargot,Fromage et produit laitier,Fruits / légumes,Fruits de mer,Glace,Huile,Laine,Pain / Pâtisserie,Plantes et fleurs,Poisson,Produits apicoles,Produits cidricoles / Jus de fruit,Produits du terroir (boutique),Rillettes,Salaisons,Spiruline,Viande,Vins,Volailles / Oeufs;;;Zone commerciale La Molière;Près du Lidl;72540;;MAREIL-EN-CHAMPAGNE;;72184;47.9881166;-0.1654836;Autoroute||A81, 1||;;;;lacabanedesproducteurs@gmail.com;;https://www.facebook.com/pg/valleedelasarthe/videos/?ref=page_internal;;Facebook||https://www.facebook.com/lacabanedesproducteurslcdp/;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;;;;;;;;oui;;;;;;;;;;;;;;oui;03/01/2025||31/12/2025||Ouvert le mercredi de 14h à 18h, le vendredi de 10h à 19h et le samedi de 10h à 17h.||Fermé lundi, mardi, jeudi et dimanche||||||||||||||||||14:00||18:00||||||||||||||10:00||19:00||||||10:00||17:00||||||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.9881166, -0.1654836;Sarthe
CHÂTEAU DU FRESNE;Vins;25 bis rue des Monts;Faye d'Anjou;;;49380;;BELLEVIGNE-EN-LAYON;;49345;47.2717193;-0.5078841;Autoroute||A87||8,Route (nationale/départ.)||D55 et D124||;;02 41 54 30 88;;contact@chateaudufresneanjou.com;http://www.chateaudufresneanjou.com;;;Facebook||https://www.facebook.com/Ch%C3%A2teau-du-Fresne-555985464421733/,Instagram||https://www.instagram.com/chateaudufresne/;;Viticulture;Caves touristiques vignoble de Loire,Haute valeur environnementale (HVE),Vignobles et découvertes;;oui;;oui;100;;Anglais,Espagnol,Français;"Anjou Blanc;Anjou Rouge;Anjou Villages;Cabernet d'Anjou;Coteaux du Layon;Coteaux du Layon avec dénomination géographique;Crémant de Loire;Rosé de Loire";;oui;oui;1h00;2h00;oui;oui;;oui;oui;oui;Français,Anglais;oui;;oui;;||02 41 54 30 88||contact@chateaudufresneanjou.com;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.2717193, -0.5078841;Maine-et-Loire
LE MOULIN DE L'EPINAY;Epices / Condiment;;;3 L'Epinay;LA CHAPELLE-SAINT-FLORENT;49410;;MAUGES-SUR-LOIRE;;49244;47.3336051;-1.049877;Autoroute||Ancenis||14,Gare SNCF||Varades||8,7;;02 41 72 73 33;;contact1@moulinepinay.com;http://www.moulinepinay.com;;;Facebook||https://www.facebook.com/LeMoulinDeLEpinay,Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g12521015-d16696073-Reviews-Moulin_de_L_Epinay-Mauges_sur_Loire_Maine_et_Loire_Pays_de_la_Loire.html,Instagram||https://www.instagram.com/lemoulindelepinay/?hl=fr;;"Agro-alimentaire;Loisirs et activités";;;;;oui;90;10;Anglais,Français;;;;oui;1h;1h;oui;oui;non;oui;oui;;Français;non;"Proposition clientèle||PCUPDL049V500MU1;Proposition clientèle||RES790001477";non;02/01/2025||19/12/2025||||||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||10:00||12:30||14:00||18:00||||||||||||||||;Le Moulin de l'Epinay||02 41 72 73 33||contact1@moulinepinay.com;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3336051, -1.049877;Maine-et-Loire
ATLANTIS ALPAGAS : LES ALPAGAS DE LA MAYENNE;Elevage,Laine,Produits du terroir (boutique),Textile / Habillement / Chaussure;;;La Chalopinière;Saint-Sulpice;53200;;LA ROCHE-NEUVILLE;;53136;47.9046886;-0.7096591;Autoroute||Vaiges||30,Route (nationale/départ.)||Angers||50,Gare SNCF||Laval||20,Halte fluviale||La Rongère||0,5,Gare routière||Château-Gontier||10;;02 43 07 15 10;;info@atlantis-alpacas.com;https://atlantis-alpacas.com/;;;Facebook||https://www.facebook.com/Atlantis-Alpacas-Alpagas-de-la-Mayenne-252831711514272,Instagram||https://www.instagram.com/atlantis.alpagas.mayenne/;;"Agriculture / horticulture / Pêche;Artisanat / Art;Loisirs et activités";Agriculture Biologique (AB),Haute valeur environnementale (HVE);;non;;oui;30;10;Allemand,Anglais,Français,Néerlandais;;;non;oui;2h;2h;oui;oui;non;;oui;non;Français,Anglais,Néerlandais;non;;non;;Clare Faber||02 43 07 15 10||clare@atlantis-alpacas.com;;;non;Tarif indiv. adulte||||||17 juillet 2024,31 juillet 2024,14 aôut 2024,28 aôut 2024,,14h00 – 16h00,,Uniquement sur réservation. Minimum de 8 participants nécessaire pour maintenir la visite.,,Visite de 2 hrs,Tarif indiv. enfant||||||17 juillet 2024,31 juillet 2024,14 aôut 2024,28 aôut 2024,,14h00 – 16h00,,Uniquement sur réservation. Minimum de 8 participants nécessaire pour maintenir la visite.,,Visite de 2 hrs,Tarif groupe adulte||||||Nous accueillons les groupes de mi-juin à fin septembre, le jour de votre choix selon disponibilité.,,Uniquement sur rendez-vous.,,Visite de 2 hrs,Tarif groupe enfant||||||Nous accueillons les groupes de mi-juin à fin septembre, le jour de votre choix selon disponibilité.,,Uniquement sur rendez-vous.,,Visite de 2 hrs;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.9046886, -0.7096591;Mayenne
